order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
46268,2892,22,Hyderabad,Evening,Weekend,Fast Food,Dinner,Premium,724,Yes,80,6,2,Yes,Stressed,Low,Alone,Yes
46269,2884,26,Pune,Night,Weekday,Biryani,Dinner,Premium,611,Yes,33,13,2,Yes,Celebrating,High,Family,Yes
46270,1718,21,Pune,Evening,Weekday,Chinese,Dinner,Mid-range,626,Yes,98,5,1,Yes,Happy,Low,Friends,Yes
46271,4106,20,Bangalore,Afternoon,Weekend,Chinese,Breakfast,Mid-range,291,Yes,72,2,3,Yes,Happy,Low,Partner,No
46272,4476,26,Bangalore,Morning,Weekday,South Indian,Breakfast,Budget,163,No,89,2,3,No,Celebrating,High,Friends,Yes
46273,1559,26,Pune,Night,Weekend,Biryani,Dinner,Budget,101,No,86,7,3,Yes,Lazy,Low,Family,Yes
46274,1008,24,Pune,Night,Weekday,Desserts,Dinner,Mid-range,408,No,20,1,2,No,Happy,Low,Alone,Yes
46275,1272,44,Bangalore,Afternoon,Weekend,North Indian,Snacks,Premium,718,Yes,54,5,2,No,Lazy,Low,Alone,Yes
46276,1459,34,Delhi,Morning,Weekday,Fast Food,Lunch,Premium,503,No,95,6,3,Yes,Stressed,Low,Alone,No
46277,2371,30,Delhi,Evening,Weekend,Desserts,Dinner,Premium,958,No,85,7,3,No,Lazy,Medium,Alone,No
46278,2251,43,Delhi,Afternoon,Weekend,Fast Food,Breakfast,Mid-range,772,No,41,14,4,No,Stressed,High,Alone,No
46279,4868,44,Bangalore,Morning,Weekday,North Indian,Dinner,Premium,312,Yes,62,8,5,Yes,Happy,Low,Partner,No
46280,2480,31,Bangalore,Evening,Weekday,North Indian,Breakfast,Premium,641,Yes,27,2,5,Yes,Happy,High,Family,Yes
46281,4025,41,Hyderabad,Night,Weekday,Fast Food,Breakfast,Budget,725,No,26,4,5,No,Stressed,Low,Family,Yes
46282,1217,38,Chandigarh,Night,Weekday,Desserts,Breakfast,Mid-range,709,Yes,40,11,3,No,Lazy,Medium,Friends,No
46283,2549,22,Mumbai,Night,Weekend,Biryani,Dinner,Budget,954,No,81,10,5,Yes,Stressed,High,Friends,Yes
46284,1598,34,Bangalore,Afternoon,Weekend,Chinese,Lunch,Budget,788,No,27,9,5,No,Lazy,Medium,Family,No
46285,4445,20,Mumbai,Morning,Weekday,Desserts,Lunch,Premium,252,Yes,24,2,5,No,Celebrating,Low,Alone,No
46286,4461,19,Delhi,Night,Weekend,Fast Food,Lunch,Premium,626,Yes,43,8,1,No,Stressed,Medium,Family,No
46287,1241,19,Hyderabad,Afternoon,Weekday,Chinese,Lunch,Mid-range,453,No,66,6,2,Yes,Happy,Medium,Partner,Yes
46288,3299,25,Hyderabad,Afternoon,Weekday,North Indian,Lunch,Premium,802,Yes,73,3,5,No,Celebrating,Low,Partner,Yes
46289,3401,24,Mumbai,Afternoon,Weekend,Desserts,Lunch,Mid-range,997,No,66,14,3,Yes,Happy,Medium,Alone,Yes
46290,1747,26,Bangalore,Evening,Weekday,Desserts,Dinner,Premium,159,No,25,6,5,Yes,Stressed,Medium,Partner,Yes
46291,1990,35,Mumbai,Afternoon,Weekday,Biryani,Lunch,Premium,638,No,47,7,1,No,Happy,Medium,Partner,Yes
46292,4696,26,Hyderabad,Morning,Weekend,Desserts,Snacks,Premium,421,Yes,37,6,2,No,Celebrating,High,Friends,Yes
46293,2197,20,Mumbai,Morning,Weekday,Biryani,Snacks,Premium,489,No,67,2,4,Yes,Lazy,Low,Family,Yes
46294,4768,34,Hyderabad,Morning,Weekday,Biryani,Breakfast,Premium,773,Yes,68,9,1,Yes,Stressed,Low,Family,No
46295,3593,26,Mumbai,Evening,Weekday,Desserts,Dinner,Premium,590,Yes,64,6,5,No,Celebrating,Low,Partner,Yes
46296,4793,38,Chandigarh,Evening,Weekday,Fast Food,Dinner,Premium,638,Yes,85,4,4,Yes,Stressed,High,Friends,No
46297,1968,30,Pune,Morning,Weekend,South Indian,Lunch,Mid-range,701,Yes,47,9,4,No,Stressed,Medium,Alone,Yes
46298,1623,37,Hyderabad,Morning,Weekend,North Indian,Lunch,Premium,517,No,76,1,3,Yes,Stressed,High,Partner,No
46299,4852,23,Delhi,Night,Weekend,Desserts,Snacks,Premium,767,Yes,57,14,3,No,Stressed,Low,Partner,No
46300,3959,37,Hyderabad,Night,Weekend,South Indian,Lunch,Mid-range,531,No,46,13,3,No,Celebrating,Medium,Alone,Yes
46301,3765,32,Mumbai,Evening,Weekday,Desserts,Dinner,Budget,464,No,20,8,1,Yes,Celebrating,Medium,Friends,No
46302,1864,18,Chandigarh,Morning,Weekend,North Indian,Lunch,Premium,613,No,36,2,3,No,Lazy,Medium,Alone,Yes
46303,3259,18,Chandigarh,Morning,Weekday,Chinese,Snacks,Budget,882,Yes,56,14,3,No,Lazy,Medium,Partner,No
46304,2271,27,Mumbai,Morning,Weekday,Chinese,Dinner,Mid-range,295,Yes,56,14,3,No,Celebrating,Medium,Alone,Yes
46305,2138,37,Hyderabad,Afternoon,Weekend,South Indian,Snacks,Budget,151,No,60,8,1,No,Celebrating,Low,Partner,Yes
46306,1867,19,Pune,Morning,Weekday,South Indian,Breakfast,Premium,396,Yes,74,6,2,Yes,Happy,High,Family,No
46307,4974,38,Chandigarh,Evening,Weekend,South Indian,Snacks,Budget,904,Yes,81,4,2,Yes,Stressed,Medium,Partner,Yes
46308,3700,19,Mumbai,Afternoon,Weekend,Chinese,Lunch,Premium,270,No,42,9,2,Yes,Happy,Medium,Alone,No
46309,4201,43,Bangalore,Night,Weekday,North Indian,Breakfast,Budget,631,Yes,61,14,4,No,Celebrating,High,Friends,Yes
46310,2007,18,Bangalore,Afternoon,Weekday,Desserts,Lunch,Budget,197,No,22,1,3,No,Lazy,High,Alone,No
46311,2549,43,Pune,Evening,Weekend,Chinese,Breakfast,Budget,863,Yes,63,3,3,Yes,Stressed,Medium,Family,No
46312,4249,21,Chandigarh,Night,Weekday,Fast Food,Lunch,Mid-range,798,Yes,62,6,4,Yes,Stressed,High,Family,No
46313,4975,38,Pune,Morning,Weekend,Fast Food,Dinner,Budget,748,No,73,12,2,Yes,Stressed,Low,Friends,No
46314,3903,34,Mumbai,Evening,Weekday,North Indian,Lunch,Premium,829,Yes,61,11,4,Yes,Lazy,High,Alone,Yes
46315,4453,28,Chandigarh,Morning,Weekday,Biryani,Snacks,Budget,200,No,24,5,3,Yes,Celebrating,Medium,Partner,No
46316,2352,43,Mumbai,Morning,Weekday,Desserts,Lunch,Budget,265,No,89,5,4,No,Happy,Medium,Family,Yes
46317,3663,36,Delhi,Afternoon,Weekend,North Indian,Snacks,Mid-range,595,No,23,7,3,Yes,Happy,High,Alone,Yes
46318,2066,18,Bangalore,Morning,Weekday,Chinese,Snacks,Mid-range,307,Yes,47,8,1,No,Lazy,Medium,Partner,Yes
46319,3147,36,Delhi,Evening,Weekday,Fast Food,Dinner,Mid-range,680,Yes,25,11,4,No,Happy,Medium,Partner,Yes
46320,1412,21,Bangalore,Evening,Weekend,South Indian,Dinner,Premium,924,Yes,87,8,3,Yes,Happy,Medium,Friends,Yes
46321,2478,41,Mumbai,Evening,Weekday,North Indian,Breakfast,Budget,196,No,94,1,2,No,Stressed,Medium,Family,Yes
46322,4704,40,Hyderabad,Afternoon,Weekday,Chinese,Snacks,Premium,768,Yes,68,12,2,Yes,Stressed,Medium,Partner,Yes
46323,1401,23,Mumbai,Evening,Weekday,Desserts,Lunch,Budget,546,No,64,12,3,Yes,Lazy,Low,Partner,Yes
46324,1680,20,Pune,Morning,Weekend,Fast Food,Dinner,Mid-range,329,Yes,95,7,1,Yes,Stressed,High,Partner,Yes
46325,4569,43,Delhi,Evening,Weekday,Desserts,Snacks,Budget,586,No,66,2,1,Yes,Lazy,Medium,Friends,No
46326,4052,20,Delhi,Morning,Weekend,Fast Food,Breakfast,Mid-range,174,Yes,47,7,2,Yes,Stressed,High,Family,No
46327,2138,35,Mumbai,Afternoon,Weekend,Chinese,Breakfast,Premium,473,No,89,8,3,No,Lazy,Medium,Alone,No
46328,1628,21,Pune,Night,Weekday,North Indian,Lunch,Mid-range,781,No,69,9,2,No,Stressed,Low,Family,Yes
46329,1253,23,Hyderabad,Morning,Weekend,Fast Food,Lunch,Premium,132,No,63,10,1,No,Lazy,High,Alone,No
46330,2789,44,Hyderabad,Morning,Weekday,Fast Food,Lunch,Premium,310,Yes,62,12,1,No,Happy,Medium,Friends,Yes
46331,3374,21,Pune,Afternoon,Weekday,North Indian,Breakfast,Premium,415,Yes,21,1,3,Yes,Lazy,Medium,Family,No
46332,4402,25,Pune,Evening,Weekday,Biryani,Dinner,Premium,874,No,73,7,4,No,Stressed,Low,Friends,No
46333,4012,30,Chandigarh,Night,Weekday,Chinese,Lunch,Premium,851,No,43,2,4,Yes,Lazy,High,Partner,Yes
46334,4338,32,Chandigarh,Morning,Weekday,Desserts,Breakfast,Premium,404,Yes,80,4,5,No,Happy,Low,Partner,Yes
46335,2794,41,Chandigarh,Night,Weekend,South Indian,Breakfast,Mid-range,675,No,90,4,2,No,Stressed,Medium,Friends,No
46336,1002,44,Chandigarh,Night,Weekday,Desserts,Snacks,Premium,820,No,80,6,5,Yes,Happy,High,Family,Yes
46337,1156,22,Delhi,Evening,Weekend,Desserts,Dinner,Mid-range,440,No,93,4,1,No,Celebrating,Medium,Alone,No
46338,3041,37,Pune,Night,Weekday,Desserts,Snacks,Mid-range,609,No,91,14,2,Yes,Stressed,Low,Partner,Yes
46339,3885,40,Chandigarh,Night,Weekend,Biryani,Breakfast,Budget,441,No,52,1,1,Yes,Happy,High,Alone,Yes
46340,3009,23,Hyderabad,Night,Weekend,Desserts,Snacks,Mid-range,872,No,93,4,3,Yes,Celebrating,Medium,Partner,No
46341,1320,37,Bangalore,Afternoon,Weekday,North Indian,Breakfast,Budget,994,Yes,82,1,5,Yes,Happy,High,Family,Yes
46342,3316,23,Hyderabad,Afternoon,Weekend,Fast Food,Snacks,Premium,449,No,41,9,1,Yes,Happy,Low,Alone,No
46343,2318,33,Mumbai,Afternoon,Weekday,Biryani,Lunch,Mid-range,744,No,46,6,1,Yes,Lazy,High,Alone,Yes
46344,2955,44,Hyderabad,Evening,Weekend,North Indian,Snacks,Budget,146,No,37,7,1,No,Happy,Low,Family,Yes
46345,4625,24,Chandigarh,Afternoon,Weekend,North Indian,Snacks,Budget,829,Yes,78,8,3,No,Lazy,High,Family,No
46346,1848,18,Mumbai,Morning,Weekend,Chinese,Dinner,Premium,787,No,44,13,4,No,Happy,Medium,Alone,Yes
46347,2991,31,Bangalore,Afternoon,Weekday,Desserts,Snacks,Budget,897,Yes,71,8,5,Yes,Celebrating,High,Friends,No
46348,1879,41,Bangalore,Morning,Weekday,South Indian,Breakfast,Premium,910,No,65,7,3,Yes,Stressed,Low,Family,Yes
46349,2145,38,Bangalore,Morning,Weekend,Chinese,Lunch,Budget,927,Yes,38,9,2,No,Celebrating,Medium,Family,Yes
46350,2378,37,Hyderabad,Morning,Weekday,South Indian,Lunch,Mid-range,685,No,50,13,3,No,Lazy,Low,Alone,Yes
46351,4304,23,Pune,Evening,Weekday,North Indian,Dinner,Mid-range,794,No,84,4,2,Yes,Celebrating,Medium,Family,No
46352,1222,40,Pune,Afternoon,Weekday,Desserts,Lunch,Budget,452,Yes,78,5,2,No,Celebrating,Low,Friends,No
46353,4225,32,Chandigarh,Morning,Weekday,Fast Food,Lunch,Budget,727,No,52,7,3,No,Stressed,Medium,Alone,Yes
46354,2653,31,Bangalore,Afternoon,Weekday,North Indian,Breakfast,Mid-range,192,Yes,30,11,2,No,Celebrating,High,Partner,No
46355,2869,40,Delhi,Afternoon,Weekend,South Indian,Breakfast,Mid-range,201,Yes,26,2,3,No,Celebrating,Medium,Family,Yes
46356,2401,25,Pune,Morning,Weekend,Biryani,Breakfast,Budget,696,Yes,97,6,5,Yes,Celebrating,High,Alone,Yes
46357,2077,32,Hyderabad,Night,Weekday,Desserts,Breakfast,Mid-range,786,Yes,93,7,5,Yes,Happy,High,Friends,Yes
46358,1821,18,Hyderabad,Night,Weekday,South Indian,Breakfast,Mid-range,888,Yes,65,5,3,Yes,Happy,Low,Family,Yes
46359,1201,38,Chandigarh,Night,Weekday,North Indian,Snacks,Premium,690,Yes,98,13,1,Yes,Lazy,Medium,Friends,Yes
46360,3563,28,Hyderabad,Afternoon,Weekday,North Indian,Dinner,Premium,549,No,52,6,4,No,Lazy,High,Family,Yes
46361,3525,33,Bangalore,Morning,Weekday,Chinese,Breakfast,Premium,580,No,66,11,4,No,Happy,Low,Family,No
46362,3398,20,Chandigarh,Morning,Weekend,Chinese,Snacks,Premium,229,No,69,5,5,Yes,Celebrating,Low,Family,No
46363,2185,38,Mumbai,Evening,Weekday,South Indian,Lunch,Budget,271,Yes,37,1,4,No,Celebrating,Medium,Friends,Yes
46364,3667,20,Pune,Evening,Weekday,North Indian,Dinner,Premium,927,No,80,9,4,Yes,Stressed,High,Friends,No
46365,2458,43,Bangalore,Morning,Weekend,Fast Food,Breakfast,Premium,559,Yes,80,4,5,No,Lazy,Low,Friends,No
46366,4074,26,Hyderabad,Night,Weekday,Fast Food,Dinner,Premium,698,Yes,25,2,5,Yes,Lazy,Medium,Alone,No
46367,3958,30,Bangalore,Evening,Weekday,South Indian,Snacks,Budget,710,No,46,10,1,No,Stressed,High,Friends,No
46368,2374,19,Chandigarh,Afternoon,Weekend,North Indian,Snacks,Budget,540,Yes,88,6,3,No,Stressed,Medium,Alone,Yes
46369,1581,31,Pune,Evening,Weekend,North Indian,Lunch,Mid-range,113,No,65,6,3,No,Happy,High,Friends,Yes
46370,2127,34,Chandigarh,Morning,Weekday,Fast Food,Breakfast,Budget,230,Yes,77,5,1,Yes,Lazy,Medium,Partner,No
46371,1039,25,Chandigarh,Afternoon,Weekday,Fast Food,Snacks,Budget,882,Yes,20,7,2,Yes,Lazy,Medium,Friends,Yes
46372,1534,19,Hyderabad,Night,Weekday,Fast Food,Breakfast,Premium,630,Yes,65,9,1,Yes,Happy,High,Alone,No
46373,2086,40,Pune,Morning,Weekday,North Indian,Lunch,Budget,273,No,84,9,4,No,Stressed,High,Alone,No
46374,1335,30,Hyderabad,Night,Weekday,Biryani,Lunch,Premium,874,Yes,31,2,4,Yes,Celebrating,Low,Family,No
46375,2874,28,Mumbai,Afternoon,Weekday,Desserts,Snacks,Budget,392,Yes,20,9,2,Yes,Lazy,Medium,Alone,No
46376,1816,40,Pune,Evening,Weekend,Fast Food,Snacks,Premium,772,No,45,8,2,Yes,Happy,High,Alone,Yes
46377,2259,37,Hyderabad,Night,Weekday,North Indian,Snacks,Budget,416,No,28,6,1,Yes,Lazy,Low,Family,Yes
46378,2304,24,Chandigarh,Evening,Weekday,South Indian,Breakfast,Budget,396,Yes,32,2,4,No,Happy,Low,Alone,Yes
46379,3054,22,Hyderabad,Night,Weekday,South Indian,Dinner,Budget,993,No,45,2,2,No,Happy,Low,Alone,Yes
46380,4949,30,Delhi,Afternoon,Weekday,Biryani,Breakfast,Mid-range,287,Yes,42,7,3,No,Stressed,Medium,Friends,Yes
46381,3051,42,Chandigarh,Morning,Weekend,Chinese,Dinner,Premium,894,No,22,13,4,Yes,Lazy,Medium,Partner,No
46382,4419,34,Delhi,Morning,Weekday,North Indian,Dinner,Premium,450,No,39,11,5,Yes,Stressed,Low,Alone,No
46383,4638,41,Mumbai,Morning,Weekday,Fast Food,Lunch,Premium,662,Yes,91,1,5,No,Celebrating,Low,Friends,No
46384,1101,43,Delhi,Night,Weekend,Desserts,Snacks,Premium,589,No,34,5,5,No,Lazy,High,Family,Yes
46385,4976,39,Pune,Night,Weekday,Fast Food,Snacks,Mid-range,676,Yes,56,7,1,No,Lazy,Medium,Family,No
46386,4756,36,Pune,Afternoon,Weekend,Fast Food,Dinner,Budget,643,No,48,14,2,No,Stressed,Medium,Alone,Yes
46387,3015,18,Delhi,Evening,Weekday,Chinese,Dinner,Premium,982,Yes,76,1,2,No,Happy,Low,Partner,No
46388,3989,43,Pune,Afternoon,Weekend,Biryani,Breakfast,Mid-range,562,No,70,9,3,Yes,Celebrating,Medium,Friends,No
46389,1465,31,Mumbai,Afternoon,Weekend,North Indian,Snacks,Mid-range,754,Yes,78,12,2,No,Happy,High,Family,No
46390,1684,31,Mumbai,Afternoon,Weekend,Desserts,Breakfast,Premium,772,No,69,1,2,Yes,Lazy,High,Alone,No
46391,3425,26,Bangalore,Afternoon,Weekday,Biryani,Breakfast,Budget,373,No,58,7,5,No,Stressed,Low,Friends,Yes
46392,1114,32,Pune,Night,Weekend,Desserts,Snacks,Premium,391,Yes,25,13,5,Yes,Celebrating,Medium,Friends,No
46393,3336,39,Mumbai,Afternoon,Weekend,Desserts,Lunch,Budget,198,Yes,89,5,3,No,Happy,Medium,Alone,Yes
46394,3476,26,Mumbai,Night,Weekday,North Indian,Snacks,Premium,767,No,56,11,5,No,Stressed,Low,Alone,Yes
46395,4668,35,Mumbai,Evening,Weekend,North Indian,Lunch,Premium,296,No,75,2,5,Yes,Celebrating,High,Friends,No
46396,2318,41,Delhi,Evening,Weekend,South Indian,Breakfast,Budget,525,Yes,95,13,3,No,Happy,High,Friends,No
46397,2361,18,Mumbai,Afternoon,Weekend,Biryani,Lunch,Premium,101,Yes,41,8,3,Yes,Celebrating,High,Partner,No
46398,3163,20,Mumbai,Morning,Weekend,Fast Food,Lunch,Premium,135,Yes,45,8,4,No,Lazy,Low,Alone,Yes
46399,1026,29,Bangalore,Night,Weekday,Desserts,Snacks,Budget,778,Yes,85,7,5,Yes,Celebrating,Medium,Alone,No
46400,1935,24,Pune,Afternoon,Weekday,Chinese,Breakfast,Premium,985,Yes,39,11,5,No,Lazy,Medium,Alone,Yes
46401,2214,19,Chandigarh,Evening,Weekend,Desserts,Lunch,Budget,131,Yes,29,11,4,Yes,Happy,High,Alone,Yes
46402,3777,31,Mumbai,Morning,Weekday,Fast Food,Snacks,Premium,401,No,55,4,4,No,Happy,High,Alone,No
46403,1300,28,Bangalore,Evening,Weekday,South Indian,Snacks,Mid-range,195,No,44,12,5,Yes,Celebrating,Low,Family,No
46404,2444,40,Mumbai,Afternoon,Weekend,Desserts,Breakfast,Mid-range,169,Yes,98,4,1,No,Lazy,High,Partner,No
46405,2177,23,Delhi,Afternoon,Weekday,Chinese,Snacks,Mid-range,699,Yes,83,4,1,No,Lazy,High,Friends,Yes
46406,4252,34,Mumbai,Morning,Weekend,Desserts,Lunch,Budget,498,Yes,47,7,4,No,Celebrating,Low,Partner,No
46407,4909,23,Hyderabad,Afternoon,Weekday,Fast Food,Breakfast,Mid-range,172,No,60,8,2,No,Lazy,Medium,Family,No
46408,3111,41,Pune,Afternoon,Weekday,Biryani,Snacks,Premium,957,No,54,1,4,Yes,Happy,Low,Partner,No
46409,4061,35,Hyderabad,Evening,Weekend,South Indian,Dinner,Budget,993,No,68,3,3,Yes,Lazy,High,Friends,No
46410,3386,22,Chandigarh,Morning,Weekend,Desserts,Breakfast,Premium,283,No,55,5,3,No,Happy,High,Family,No
46411,4888,19,Hyderabad,Night,Weekday,Biryani,Snacks,Premium,187,No,90,4,1,No,Happy,Medium,Partner,No
46412,2087,22,Mumbai,Afternoon,Weekday,Biryani,Lunch,Budget,179,Yes,84,6,1,No,Lazy,Medium,Family,Yes
46413,3204,28,Pune,Afternoon,Weekend,South Indian,Snacks,Premium,124,Yes,54,2,4,Yes,Stressed,Low,Partner,No
46414,2995,28,Chandigarh,Evening,Weekday,Chinese,Breakfast,Mid-range,331,Yes,67,8,3,No,Celebrating,Low,Friends,No
46415,3952,29,Mumbai,Afternoon,Weekday,Chinese,Lunch,Budget,798,Yes,28,11,2,Yes,Celebrating,Medium,Friends,Yes
46416,2251,44,Hyderabad,Afternoon,Weekend,Biryani,Lunch,Mid-range,338,No,57,3,2,Yes,Happy,Low,Partner,No
46417,4209,20,Bangalore,Afternoon,Weekday,Biryani,Lunch,Budget,179,Yes,25,6,2,Yes,Happy,Medium,Family,No
46418,1342,24,Bangalore,Morning,Weekend,South Indian,Lunch,Premium,854,No,22,3,1,No,Lazy,Low,Friends,No
46419,4759,27,Pune,Night,Weekday,South Indian,Breakfast,Mid-range,910,Yes,34,3,5,Yes,Stressed,Medium,Alone,No
46420,3281,32,Mumbai,Afternoon,Weekday,North Indian,Dinner,Mid-range,117,No,74,12,5,Yes,Stressed,Medium,Family,Yes
46421,3991,38,Delhi,Morning,Weekday,Fast Food,Dinner,Mid-range,777,No,25,12,5,Yes,Happy,Low,Partner,No
46422,2482,31,Delhi,Evening,Weekend,Desserts,Snacks,Premium,258,No,32,10,2,Yes,Stressed,Medium,Friends,Yes
46423,2318,31,Mumbai,Evening,Weekday,Desserts,Snacks,Mid-range,725,Yes,24,14,1,No,Celebrating,Medium,Partner,Yes
46424,2135,43,Pune,Night,Weekend,North Indian,Dinner,Premium,881,No,28,14,1,No,Stressed,Low,Alone,Yes
46425,1199,34,Hyderabad,Night,Weekend,Fast Food,Breakfast,Budget,663,No,89,8,3,No,Lazy,Low,Family,No
46426,2368,18,Mumbai,Morning,Weekend,Fast Food,Lunch,Budget,891,Yes,55,7,4,No,Stressed,Medium,Friends,Yes
46427,1444,25,Chandigarh,Morning,Weekend,North Indian,Lunch,Premium,639,No,44,4,2,Yes,Happy,Low,Family,No
46428,2640,24,Pune,Afternoon,Weekday,Fast Food,Dinner,Budget,799,Yes,63,14,3,Yes,Stressed,Medium,Alone,Yes
46429,1064,19,Mumbai,Afternoon,Weekday,Desserts,Snacks,Mid-range,614,Yes,47,5,4,Yes,Stressed,Low,Friends,Yes
46430,2286,36,Pune,Evening,Weekend,South Indian,Snacks,Mid-range,976,Yes,78,11,5,No,Lazy,High,Partner,No
46431,1639,18,Hyderabad,Night,Weekday,Chinese,Lunch,Budget,406,No,80,13,1,No,Happy,Low,Family,Yes
46432,1554,35,Delhi,Night,Weekday,Biryani,Lunch,Mid-range,209,No,88,1,5,Yes,Happy,High,Partner,No
46433,2424,33,Chandigarh,Evening,Weekend,North Indian,Dinner,Budget,726,No,34,10,3,Yes,Celebrating,Low,Alone,No
46434,2971,23,Chandigarh,Evening,Weekday,Biryani,Snacks,Mid-range,382,Yes,21,2,5,Yes,Stressed,Medium,Alone,No
46435,2476,35,Bangalore,Evening,Weekend,Biryani,Lunch,Premium,455,No,87,10,4,Yes,Celebrating,Medium,Family,No
46436,1056,33,Mumbai,Evening,Weekend,Biryani,Breakfast,Premium,261,Yes,61,4,1,No,Stressed,High,Family,No
46437,1879,44,Mumbai,Afternoon,Weekend,North Indian,Breakfast,Budget,185,No,92,4,3,Yes,Happy,Medium,Alone,Yes
46438,2484,41,Delhi,Morning,Weekday,South Indian,Lunch,Budget,726,No,62,3,3,Yes,Stressed,Medium,Partner,No
46439,3192,30,Mumbai,Afternoon,Weekday,North Indian,Lunch,Budget,837,No,47,5,2,No,Lazy,High,Friends,No
46440,3821,20,Chandigarh,Evening,Weekday,North Indian,Snacks,Premium,497,Yes,62,13,2,Yes,Happy,Medium,Friends,No
46441,1658,21,Chandigarh,Afternoon,Weekday,North Indian,Lunch,Mid-range,964,Yes,60,5,2,Yes,Happy,Low,Family,Yes
46442,3748,39,Chandigarh,Night,Weekday,Biryani,Dinner,Premium,922,No,21,14,4,No,Stressed,High,Friends,Yes
46443,2292,20,Mumbai,Night,Weekday,Chinese,Breakfast,Budget,956,Yes,87,7,4,No,Stressed,Medium,Family,No
46444,2306,18,Mumbai,Afternoon,Weekend,North Indian,Breakfast,Budget,532,Yes,20,5,2,No,Happy,Medium,Partner,No
46445,4444,30,Hyderabad,Night,Weekday,South Indian,Breakfast,Premium,610,Yes,98,1,2,Yes,Lazy,Low,Alone,Yes
46446,1151,42,Chandigarh,Evening,Weekend,Desserts,Lunch,Premium,281,Yes,70,4,5,Yes,Lazy,Medium,Partner,No
46447,1642,25,Delhi,Afternoon,Weekday,Fast Food,Lunch,Budget,812,Yes,43,14,4,Yes,Stressed,High,Family,No
46448,3841,32,Pune,Evening,Weekday,Chinese,Breakfast,Premium,778,No,56,11,1,Yes,Celebrating,Medium,Friends,No
46449,4654,35,Chandigarh,Night,Weekend,Desserts,Snacks,Mid-range,845,Yes,98,6,5,No,Lazy,High,Friends,Yes
46450,1552,33,Delhi,Afternoon,Weekend,North Indian,Lunch,Premium,792,Yes,51,8,1,No,Celebrating,Low,Partner,No
46451,3209,44,Pune,Morning,Weekend,North Indian,Lunch,Mid-range,413,Yes,46,13,2,Yes,Lazy,High,Friends,Yes
46452,2389,23,Chandigarh,Evening,Weekday,Chinese,Dinner,Premium,323,No,43,3,5,No,Happy,High,Friends,No
46453,3488,23,Bangalore,Night,Weekday,Fast Food,Breakfast,Mid-range,738,No,91,9,4,No,Lazy,Medium,Alone,Yes
46454,2102,29,Delhi,Morning,Weekday,Chinese,Snacks,Budget,179,No,61,10,5,No,Lazy,Medium,Family,Yes
46455,4533,27,Mumbai,Evening,Weekend,Fast Food,Snacks,Budget,832,No,66,12,1,Yes,Lazy,Medium,Alone,No
46456,4350,38,Bangalore,Morning,Weekend,South Indian,Lunch,Premium,579,Yes,52,6,3,No,Stressed,Medium,Family,Yes
46457,1893,25,Mumbai,Morning,Weekday,Biryani,Lunch,Budget,449,No,50,6,4,Yes,Celebrating,Low,Alone,Yes
46458,2766,21,Hyderabad,Evening,Weekend,Biryani,Dinner,Mid-range,162,Yes,41,2,5,No,Lazy,Low,Alone,No
46459,4325,26,Hyderabad,Night,Weekday,Chinese,Snacks,Budget,110,No,45,4,1,Yes,Lazy,Low,Friends,Yes
46460,3267,24,Chandigarh,Morning,Weekday,Biryani,Dinner,Premium,920,No,32,5,2,Yes,Lazy,Low,Partner,Yes
46461,2041,23,Mumbai,Afternoon,Weekday,North Indian,Snacks,Mid-range,212,Yes,51,13,4,No,Happy,High,Partner,Yes
46462,1422,26,Chandigarh,Night,Weekend,Biryani,Breakfast,Budget,747,No,98,10,1,No,Celebrating,Low,Family,No
46463,2912,25,Hyderabad,Morning,Weekend,Desserts,Breakfast,Budget,569,No,93,1,4,No,Happy,High,Family,Yes
46464,1572,18,Pune,Morning,Weekend,South Indian,Breakfast,Mid-range,711,Yes,39,3,2,Yes,Celebrating,Medium,Alone,Yes
46465,3423,42,Pune,Morning,Weekday,Biryani,Breakfast,Mid-range,521,No,35,10,1,No,Happy,Medium,Family,No
46466,1070,38,Chandigarh,Morning,Weekend,Desserts,Breakfast,Mid-range,411,Yes,94,3,4,No,Lazy,Medium,Family,No
46467,1489,37,Pune,Evening,Weekday,South Indian,Dinner,Budget,535,No,84,8,5,No,Happy,Medium,Family,No
46468,3773,30,Hyderabad,Afternoon,Weekday,Desserts,Lunch,Budget,491,Yes,34,6,4,No,Stressed,High,Alone,Yes
46469,1349,23,Mumbai,Night,Weekend,Desserts,Dinner,Premium,574,No,86,14,3,Yes,Stressed,Medium,Alone,No
46470,1317,43,Hyderabad,Afternoon,Weekend,Fast Food,Breakfast,Budget,904,No,32,14,1,Yes,Lazy,High,Family,Yes
46471,4300,42,Pune,Night,Weekend,North Indian,Dinner,Mid-range,959,No,25,6,2,Yes,Lazy,Medium,Alone,Yes
46472,3696,23,Chandigarh,Afternoon,Weekend,Desserts,Lunch,Premium,716,No,76,2,3,Yes,Happy,Low,Family,Yes
46473,4172,28,Hyderabad,Evening,Weekend,Biryani,Snacks,Mid-range,788,Yes,61,14,1,Yes,Celebrating,High,Partner,Yes
46474,1231,32,Delhi,Afternoon,Weekend,Chinese,Dinner,Premium,940,No,76,7,5,Yes,Lazy,Medium,Family,Yes
